-1.0	-0.015625	1.734375
-1.4375	0.03125	-1.59375
-1.890625	0.765625	1.75
0.140625	-0.53125	-1.828125
1.640625	0.09375	1.171875
-0.53125	0.046875	0.234375
-0.71875	-0.59375	-0.265625
1.984375	0.46875	-1.9375
-0.875	0.0625	0.953125
0.015625	-0.03125	1.203125
1.71875	-1.0	-1.328125
-0.875	0.328125	0.609375
-2.0	-0.3125	0.328125
0.3125	0.015625	-1.53125
0.640625	0.046875	0.4375
1.1875	-0.1875	-1.984375
-1.46875	0.0	-0.5
-1.84375	0.234375	0.5625
-0.28125	0.03125	1.734375
-1.703125	0.03125	-1.140625
1.1875	-0.015625	0.390625
0.28125	-0.4375	2.0
-0.765625	0.375	1.203125
-1.625	0.265625	1.96875
-0.546875	-0.078125	-0.3125
-0.359375	-0.1875	0.828125
1.4375	0.09375	-0.515625
1.890625	0.015625	1.421875
-0.828125	0.0625	0.0
-1.28125	0.21875	-0.09375
-1.25	-0.171875	1.15625
1.953125	0.046875	0.625
0.265625	0.21875	1.453125
-1.078125	0.0	1.515625
-0.28125	0.078125	1.5
1.125	-0.078125	-0.9375
-1.0	-0.0625	-1.9375
-0.28125	0.015625	1.953125
1.828125	-0.5	-1.8125
1.25	-0.0625	-1.21875
1.5	-0.109375	1.96875
-0.015625	0.046875	0.359375
0.03125	0.015625	0.515625
0.265625	0.046875	-0.171875
-0.328125	0.046875	-0.734375
-1.984375	-0.28125	-1.015625
1.703125	-0.0625	-0.40625
-0.4375	-0.015625	1.109375
-0.109375	-0.1875	-1.265625
0.984375	0.125	0.984375
0.703125	0.0	-0.28125
-1.421875	-0.359375	-0.515625
-1.46875	-0.109375	-1.65625
0.515625	-0.125	-1.59375
-0.625	0.09375	1.421875
0.078125	0.046875	1.96875
-1.921875	-0.296875	1.625
-1.703125	-0.03125	1.0625
0.609375	0.0	0.046875
0.203125	0.078125	-0.828125
1.234375	0.140625	1.234375
-0.875	0.0	-0.078125
-0.59375	-0.5	0.265625
-2.0	-0.25	1.03125
0.421875	-0.078125	-0.703125
